,line_id,name,mode,stops
635,p12,P12,bus,"['490004399J', '490004397HD', '490001154W', '490008063W', '490004279W', '490015711N', '490008614N', '490015712N', '490008493E2', '490003855N', '490009165N', '490010876N', '490008526N', '490001217N', '490015616N', '490008303S', '490003656S', '490010457S', '490004773W', '490008807N2', '490010269N', '490008037X', '490001223U', '490007758M', '490010877H', '490010882G', '490004799QD', '490001233QE', '490005430N1', '490004813N', '490008461E2', '490009560N', '490010902N', '490009923N', '490001256W', '490012072W', '490004873W', '490006639N', '490012353N', '490003311E', '490011450N', '490013562N', '490008847N', '490012349F', '490010176S', '490013041T', '490004733D', '490011723E', '490013042H', '490013042H', '490013040F', '490015602N', '490004733C', '490010176N', '490012349C', '490008847G', '490019060S', '490013562S', '490011450S', '490012353W', '490006639S', '490004873S', '490012072E', '490001256E', '490009923S', '490009560S', '490014116S', '490008461WA', '490005526WB', '490004813S', '490005430S', '490001233QB', '490004799QC', '490005382K', '490007758P', '490001223V', '490010269S1', '490010886S', '490004773E', '490009174E', '490003656E', '490008722S', '490001217NB', '490008526S', '490010876S', '490009165S', '490003855S', '490008493E1', '490015712S', '490008614S', '490015711S', '490004279E', '490008063E', '490001154E', '490004397E']"
636,p13,P13,bus,"['490010208L', '490010204K', '490010205A', '490011088QA', '490001233QB', '490004799QC', '490010877E', '490005382K', '490007758P', '490001223Y', '490005217W', '490005218W', '490003841W', '490003513W1', '490008520W', '490017358S', '490006336N', '490015830S', '490001090S', '490010595F', '490005723K', '490010346S', '490006335E', '490005875E', '490013902E1', '490015713S', '490010672S', '490009794S2', '490007586S', '490009363W', '490012355W', '490003240W', '490006233W', '490001326W', '490008928W', '490006496W', '490003492W', '490001298E', '490008242W', '490010731S', '490014318W', '490010312W', '490006567W', '490001281D', '490009076E', '490010078J', '490008765L', '490003758NA', '490012761U', '490001279W', '490001279E', '490012761SQ', '490003758O', '490008765M', '490010078K', '490001281B', '490006567E', '490010312E', '490014318E1', '490010731N', '490005235N', '490008242E', '490013839A', '490003492E', '490008928E', '490005851E', '490001326E', '490006233E', '490006234E', '490009363E', '490013899N', '490015714N', '490010672N', '490015713N', '490013902W', '490005875W', '490006335W', '490006335N', '490010346R', '490012417L', '490006526A', '490001090D', '490006336N', '490017358N', '490008520E', '490003513E1', '490003841E', '490015715W', '490013504E', '490001223U', '490007758M', '490010877H', '490010882G', '490004799QD', '490001233QN', '490011088QJ', '490010205E', '490010204G', '490010208N']"
637,p4,P4,bus,"['490000031T', '490004361H', '490014447E', '490015389E', '490012036E', '490001184A', '490010717E', '490006020E', '490009402E', '490011491E', '490004834E', '490013026E', '490006524E', '490001210S', '490016411S', '490016412S', '490016413S', '490006233S', '490006234E', '490009363E', '490009362S1', '490008350E', '490012343N', '490006681N', '490008349N', '490006716N', '490008063E', '490001154E', '490004398C', '490009502NH', '490004395C', '490009620CT', '490005959E', '490008075E', '490010987E', '490001175HA', '490009114E', '490009111HK', '490016170N1', '490001177U', '490001177V', '490009105X', '490010038Y', '490009114W', '490001175HC', '490010987W', '490008075W', '490005959W', '490009620CS', '490004395D', '490009502HP', '490004397HD', '490001154W', '490008063W', '490006716S', '490008349S', '490006681S', '490012343S', '490008350W1', '490009362S2', '490009363W', '490012355W', '490003240W', '490006233N', '490016413N', '490016415N', '490016411N', '490001210N', '490006524W', '490013026W', '490011491W', '490007783W', '490006020W', '490001184W', '490012036W', '490015389W', '490014794W', '490004361K', '490000031N']"
638,p5,P5,bus,"['490000073H', '490000073R', '490008975A', '490006380S', '490014180W', '490013258S', '490009368S', '490012972S', '490004968S', '490004255S', '490000981Z', '490010138Z', '490000982Y', '490004630Z', '490009154S', '490008345S', '490001184S', '490005463S', '490010013W2', '490006553W', '490008300N', '490005462N', '490006467W', '490008919V', '490003071W', '490012222W', '490003070N', '490013784N', '490000051N1', '490000051C', '490013907N', '490000223F', '4900019445', '490012831N', '490008978N2', '490016690W', '490006017W', '490012706W', '490011936S', '490016686E', '490016686E', '490016687E', '490016688E', '490016689E', '490008978N1', '490012831E', '490000223B', '490000223M', '490013907S', '490000051D', '490013784S', '490003070S', '490012222E', '490003071E', '490008919A', '490006467J', '490005462S', '490008300S', '490006553E', '490010013E2', '490005463E', '490001184N', '490008345N', '490009154N', '490004630N', '490000982Z', '490010138N', '490004689N', '490003055N', '490004764N', '490006941N', '490006457N', '490010920N', '490014180N', '490008975N', '490007739N', '490000073T', '490000073F']"
639,r1,R1,bus,"['490007494DC', '490015899G', '490015897S', '490015897E', '490014865E', '490008139E', '490005079E', '490001060A', '490015896E', '490013419N', '490014750W', '490009535W', '490006657W', '490007642N', '490011906N', '490005082N', '490000781Z', '490013818J', '490001220G', '490001220D', '490013818H', '490015411R', '490014142T', '490010636V', '490007292N', '490004801N', '490011155SV', '490010455SJ', '490012606SD', '490001271SA', '490009068W', '490005361W', '490009556W', '490009679W', '490004333N', '490012884E', '490004281E', '490003782S', '490005216E', '490015894N', '490009864E', '490000659Z', '490000658Z', '490018759S', '490007559E', '490007559E', '490005849W', '490015894S', '490007300W', '490005216W', '490004281W', '490012884S', '490004333E', '490009679E', '490005361E', '490009068E', '490001271SB', '490010455SG', '490012563SH', '490011155ST', '490004801S1', '490010635W', '490014142U', '490015411S', '490013818J', '490001220G', '490001220E', '490013818H', '490000781Y', '490000782Z', '490005082S', '490011906S', '490006657E', '490015895E', '490014750E', '490013419S', '490015896W', '490001060B', '490005079N', '490008139W', '490014865W', '490014093N', '490016588N', '490015898W', '490007494PA', '490007495BD']"
640,r10,R10,bus,"['490007494PA', '490023097W', '490009337Z', '490005891Z', '490012213Z', '490000439Z', '490000438Z', '490005266Z', '490000436Z', '490000437Z', '490004077Z', '490005889Z', '490008370Z', '490000435Z', '2400107805', '2400A008580A', '2400107803', '2400102383', '2400107799', '2400A008590A', '2400107795', '2400A008600A', '2400107791', '2400A008610A', '2400A008620A', '2400107781', '2400A008650A', '2400107785', '2400107787', '2400A034700A', '2400A034710A', '2400107783', '2400107847', '2400107773', '2400107769', '490000432Y', '490000431Y', '490000430Y', '490011165N', '490005017W', '490007495AB', '490007494DC', '490006755DE', '490005748N', '490010639N', '490012592N', '490013749N', '490008209K', '490015411L', '490015411L', '490015411R', '490010641X', '490013818J', '490013818J', '490001220G', '490001220E', '490013818H', '490015411R', '490010641X', '490015411S', '490008209M', '490013749S', '490010639E', '490010639S1', '490005748S', '490006755EF', '490007494PA']"
641,r11,R11,bus,"['490007494DC', '490006755DE', '490005748N', '490010639N', '490010640W', '490012592N', '490013749N', '490008209K', '490015411L', '490015411R', '490014142T', '490010636V', '490007292N', '490004801N', '490011155SV', '490010455SJ', '490012606SD', '490001271SA', '490009296W', '490011437W', '490007300W', '490005216W', '490003782E', '490004272E', '490009864E', '490005849E', '490009863N', '490005780N', '490012986N', '490011463W', '490009854W', '490008885W', '490005299Z', '490012140U', '490012140S', '490013387S', '490012139HE', '490012139HE', '490012139HJ', '490013421N', '490012140T', '490005299Y', '490008885E', '490009854E', '490011463S', '490009746S', '490005780S', '490016701S', '490009865W', '490005849W', '490009864W', '490004272W', '490003782S', '490005216E', '490012882N', '490011437E', '490009296S', '490001271SB', '490010455SG', '490012563SH', '490011155ST', '490004801S1', '490010635W', '490014142U', '490015411S', '490008209M', '490013749S', '490010639E', '490010640W', '490010639S1', '490005748S', '490006755EF', '490007494PA', '490007495BD']"
642,r2,R2,bus,"['490023099Z', '490009798Z', '490012404Z', '490011693Z', '490000816X', '490020074Z', '490010302Z', '490003994E', '490009625N', '490008533N', '490013017N', '490011874N', '490007746N', '490003993N', '490009878N', '490009051N', '490004073N', '490008680N', '490008000N2', '490006863N', '490011651N', '490013438N', '490013438E', '490008683E', '490009241E', '490009243E', '490012600E', '490007255E', '490010512W2', '490005788E', '490011150E', '490001220B', '490013818H', '490015411R', '490010641X', '490010641Q', '490010641Q', '490015411N', '490013818J', '490001220A', '490011150W', '490005788W', '490010512W1', '490007255W', '490012600W', '490009243W', '490008683W', '490013438W', '490011800S', '490011651S', '490006863S', '490008000S', '490006165S', '490004073S', '490009051S', '490009878S', '490003993S', '490007746S', '490002120Z', '490011874S', '490013017S', '490008533S', '490003994S', '490010302N', '490010303Z', '490008816S', '490003996S', '490008816Y', '490012404Y', '490009797Z', '490023099Z']"
643,r3,R3,bus,"['490001220D', '490013818H', '490015411R', '490014142T', '490010636V', '490007292N', '490004801N', '490009428N', '490008673N', '490009653W', '490003486N', '490005729N', '490018674Z', '490000398Z', '490003301Z', '490003302Z', '490011976Z', '490004400Z', '490018672Z', '490005268W', '490005202W', '490008906W', '490010978W', '490005819W', '490014868G', '490015388D', '490015681S', '490010976C', '490010977E', '490005738W', '490010696SW', '490010696S', '490005110S', '490005110HS', '490008890SW', '490008890S1', '490008973S', '490003262W', '490003262HW', '490014577N2', '490015902SE', '490020295E', '490020294E', '490020293E', '490005792S', '490011033S', '490012952S', '490005788W', '490010512W1', '490007255W', '490012600W', '490009243W', '490006756W1', '490006756W1', '490009243E', '490012600E', '490007255E', '490010512W2', '490005788N', '490012952N', '490011033N', '490005792N', '490015900NW', '490020294W', '490005110S', '490005110HS', '490008890SW', '490008890S1', '490008973S', '490003262W', '490003262HW', '490014577N2', '490015902SE', '490010696NE', '490010693E', '490005738E', '490010976B', '490015681NB1', '490015388D', '490014868F', '490005819E', '490010978E', '490008906E', '490005202E', '490005268E', '490018672Y', '490012076Y', '490004400Y', '490011976Y', '490003302Y', '490018673Z', '490000398Y', '490018674S1', '490003486S', '490009653E', '490008673S', '490009428S', '490004801S1', '490010635W', '490014142U', '490015411S', '490013818J', '490001220G']"
644,r4,R4,bus,"['490000788Y', '490020256W', '490020257S', '490020258S', '490020259S', '490009884N2', '490004078S', '490013568S', '490011544S', '490003478E', '490012878Z', '490020261E', '490016777S', '490020263W', '490020264S', '490020266W', '490011835W', '490011410W', '490013680W', '490006281W', '490007184W', '490015304N', '490004801S1', '490010635W', '490014142U', '490015411S', '490013818J', '490001220G', '490001220E', '490020267S', '490020268S', '490019833N', '490003808S', '490013816E', '490020270E1', '490016102', '490019022E', '490016102E1', '490020271E2', '490023080Z', '490012308W1', '490020272W', '490013825Z', '490003808W1', '490006759W', '490020273N', '490016100N', '490020274N', '490012600W', '490009243W', '490006756W1', '490006756W1', '490009243E', '490012600E', '490016100S', '490020273S', '490006759E', '490003808E', '490003808E1', '490016749E', '490012308E', '490013825E1', '490023080Y', '490016102W1', '490020271W2', '490016102W2', '490019022Z', '490020270W', '490020268N', '490020267N', '490001220G', '490001220D', '490013818H', '490015411R', '490014142T', '490010636V', '490007292N', '490004801N', '490015304S', '490007184E', '490006281E', '490011410E', '490011835E', '490018731S', '490020266E', '490020264N', '490020263E', '490000278N', '490016777N', '490020262E', '490011826N', '490020260W', '490003478E1', '490011544N', '490013568N', '490004078N', '490012610N', '490020258N', '490020257E', '490020256E', '490000788Y']"
645,r5,R5,bus,"['490007494PA', '490007495BC', '490013420E', '2400107785', '2400107787', '2400A034700A', '2400A034710A', '2400107783', '2400A008630A', '2400A034730A', '2400107789', '2400107793', '2400A008680A', '2400107797', '2400107801', '2400A008570A', '490008370N', '490005889Y', '490005889N', '490000434Z', '490000436Y', '490005266Y', '490009500Z', '490000438Y', '490000439Y', '490012213Y', '490005891Y', '490009337N', '490023098N', '490023097E', '490007494DC', '490006755DE', '490005748N', '490010639N', '490012592N', '490013749N', '490008209K', '490015411L', '490013818J', '490001220G', '490015411L', '490015411R', '490010641X', '490013818J', '490001220E', '490013818H', '490015411R', '490010641X', '490015411S', '490008209M', '490013749S', '490010639E', '490010639S1', '490005748S', '490006755EF', '490007494PA']"
646,r68,R68,bus,"['490016326S', '490016327S', '490018678E', '490016328S', '490016329S', '490010049W', '490009561W', '490009547SB', '490012048SK', '490011557W', '490000192S', '490013511F', '490011556J', '490005755W', '490004705W', '490012460S', '490005841T', '490018556E', '490009053W', '490015022W', '490001148Z', '490011104S', '490009848S', '490009527ST', '490007558S', '490009577S', '490012507W', '490004709W', '490013172D', '490004377F', '490013175W', '490010157W', '490010685W', '490010806S', '490007732S', '490007733S', '490013975S', '490007736S', '490010757S', '490007725S', '490007125E', '490012423E', '490013570E', '490007734E', '490007713D', '490007729F', '40004405136E', '40004405136E', '490007713E', '490007734W', '490013570W', '490007125W', '490007725N', '490010757N', '490007736N', '490013975N', '490007733N', '490007732N', '490010806N', '490008814E', '490010685E', '490010157E', '490013175E', '490004377E', '490013172C', '490004709E', '490013174E', '490009577N', '490007558N', '490009527SV', '490009848N', '490011104N', '490011148R', '490015022H', '490009053E', '490005841R', '490005841U', '490012460N', '490005755E', '490007166B', '490013511C', '490011557E', '490012048E', '490009547SA', '490015035SL', '490009670E', '490010049N', '490016329N', '490016328W', '490018678W', '490016327N', '490016326S']"
647,r7,R7,bus,"['490005081Z', '490014243N', '490013418N', '490011881E', '490005025W', '490005023W1', '490005023N', '490005082W', '490008209K', '490015411L', '490015411R', '490010641X', '490015411S', '490013818J', '490001220A', '490005791N', '490003238N', '490003239N', '490011037W2', '490016590W', '490016589W', '490011033N', '490005792N', '490012441W', '490003918W', '490003734W', '490010976C', '490010977E', '490005738W', '490010693W', '490010694W', '490012252N', '490016174N', '490010547W', '490010549W', '490010544N', '490018559E1', '490018903E', '490018905E', '490018906N', '490018905W', '490001064A', '490003578E', '490004716E', '490011196L', '490005204J', '490005204Z', '490012871A', '490003142B', '490005198F', '490009356M', '490003578W', '490001064B', '490018905E', '490018906N', '490018905W', '490018904W', '490018559W', '490010549E', '490010547Z', '490016174S', '490004055E', '490010694E', '490010693E', '490005738E', '490010976B', '490003734E', '490003918E', '490012441E', '490011033S', '490016589E', '490016590E', '490011037E2', '490003239S', '490003238S', '490005791S', '490001220B', '490013818H', '490015411R', '490010641X', '490015411S', '490008209M', '490005021E', '490005023E', '490005023S', '490005025E1', '490011881', '490013418S', '490014242E', '490005081Z']"
648,r70,R70,bus,"['490010460N', '490003064E1', '490015521E2', '490007765W', '490007768W', '490011472W', '490007113W', '490007115N', '490013228N', '490013103W', '490003717W', '490007473E', '490012680S', '490007061E', '490012527S', '490010540S', '490005395E', '490010938E', '490010276E', '490003167E', '490004792E', '490016407E', '490013975N', '490007733N', '490007732N', '490010806N', '490011213N', '490007065A', '490007064E', '490013765N', '490013865N', '490013869N', '490008009E', '490008007T', '490015022H', '490009053E', '490005841R', '490005841U', '490012460N', '490005755E', '490007166B', '490013511C', '490011557E', '490012048E', '490009547SA', '490011551E', '490018720W', '490009547SB', '490012048SK', '490011557W', '490000192S', '490013511F', '490011556J', '490005755W', '490004705W', '490012460S', '490005841T', '490018556E', '490009053W', '490015022W', '490020202W', '490008009W', '490013869S', '490013865S', '490013765S', '490007064F', '490007065B', '490011213S', '490010806S', '490007732S', '490007733S', '490016407W', '490004792W', '490003167W', '490010276W', '490010938W', '490005665N', '490010460N']"
649,r8,R8,bus,"['490001220E', '490013818H', '490015411S', '490008209M', '490013749S', '490010639E', '490010639S1', '490005748S', '490006755EF', '490009841OA', '490012089W2', '490020279W', '490010354S', '490000791Z', '490000792Z', '490000793Z', '490000794Z', '490010353S', '490000795Z', '490006162S', '490006159E', '490000797Z', '490006174S', '490000799Z', '490020280S', '490000796Z', '490000798Z', '490012172S', '490012173Z', '490000800Z', '490020152W', '490010586W', '490000801Z', '490008534W', '490008533S', '490020292E', '490016615SE', '490018980S', '490003341W', '490014078W', '490003994N', '490003994N', '490009625N', '490008533N', '490008534E', '490020153E', '490020152E', '490020281E', '490012172N', '490000798Y', '490000796Y', '490009457N', '490006174N', '490006167N', '490006162N', '490000793Y', '490000792NE', '490000791NE', '490020279E', '490016817E', '490012089E', '490009841O', '490006755DE', '490005748N', '490010639N', '490012592N', '490013749N', '490008209K', '490015411L', '490015411L', '490015411R', '490010641X', '490013818J', '490013818J', '490001220G']"
650,r9,R9,bus,"['490007185E', '490006465N', '490011378S', '490011410E', '490011835E', '490012185S', '490005080S', '490009292S', '490003490W', '490005722W', '490015582W', '490014718N', '490005670W', '490012418W', '490015411N', '490013818J', '490001220G', '490015411N', '490015411R', '490010641X', '490013818J', '490001220D', '490013818H', '490015411P', '490012418E', '490005670E', '490007185E', '490013818H', '490015411R', '490010641X', '490015411S', '490015411P']"
651,s1,S1,bus,"['490020189N', '490020190N', '490009286S', '490013565S2', '490006164B', '490009949Y', '490007213M', '490009944V', '490009952S', '490014723E', '490004824E', '490001194A', '490013377S', '490009898S', '490009898W', '490012719N', '490007519S', '490009860S2', '490010186S', '490015405RJ', '490015406RK', '490012718HB', '490014339S', '490010129S', '490011149S', '490010624W', '490012566W', '490013073W', '490013072B', '490013062C', '490003892E', '490009575I', '490013679J', '490013081K', '490001286O', '490004887S', '490007987E', '490003293E', '490019635E', '490013075J', '490006184F', '40004409033B', '40004409034B', '40004409035B', '40004409036B', '40004409045B', '40004409046B', '40004409047B', '40004409047A', '40004409046A', '40004409045A', '40004409036A', '40004409035A', '40004409034A', '40004409033A', '490006184E', '490013075G', '490003293W', '490013060N', '490013082R', '490013064V', '490011856W', '490005844Y', '490010724E', '490006630E', '490011149N', '490010129N', '490014339N', '490012718HA', '490015406RL', '490015405RH', '490010186N', '490009860N', '490012719S', '490003118E', '490013377N', '490001194B', '490004824W', '490014723W', '490009952T', '490009946P', '490007213N1', '490009949Z', '490006164A', '490013565N2', '490009286N', '490020190S', '490020189N']"
652,s2,S2,bus,"['40004406038A', '40004406039A', '40004406040A', '40004406117A', '40004406041A', '40004406043A', '40004406044A', '40004406045A', '40004406167B', '40004406046B', '40004406103B', '40004406047A', '40004406048A', '40004406149A', '490010294L', '490005056A', '490005058E', '490006066S', '490012275S', '490019546E', '490001973Y', '490019544N', '490019541E', '490001286Z', '490013082R', '490013064V', '490011856W', '490013061E', '490013651F', '490003895E', '490015354E', '490018216N', '490013611E', '490001991Y', '490018767N', '490012718HA', '490015406RL', '490004766N', '490001267N', '490001267N', '490006113S', '490015406RK', '490012718HB', '490001991Z', '490013611S', '490018216S', '490015354S', '490003895W', '490009084G', '490009575I', '490013679J', '490013081K', '490001286Y', '490019541W', '490019544S', '490019546HR', '490012275N', '490006066N', '490007218N', '490005056B', '490010294K', '40004406102A', '40004406048B', '40004406047B', '40004406103A', '40004406046A', '40004406167A', '40004406045B', '40004406044B', '40004406043B', '40004406041B', '40004406117B', '40004406040B', '40004406039C']"
653,s3,S3,bus,"['490001188MY', '490020230S', '490020232E', '490001346B', '490020233W', '490020234E', '490020236E', '490020237S', '490008948S1', '490010325S', '490010324L', '490010325N', '490008948N1', '490016628S', '490020238S', '490020239E', '490020089S', '490020090E', '490012631N', '490013069S', '490019464S', '490020131E', '490013072B', '490013062C', '490003892E', '490009575I', '490013679J', '490013081K', '490001286O', '490020244E', '490020246N', '490020247N', '490020247E', '490003893E', '490004668E', '490020249E', '490020250E', '490001051Y', '490011153W', '490020253S', '490020254N', '490006181S', '490015453S', '490005822S', '490014520S', '490011008S', '490003589S', '490011767L', '490011768W', '490001020D', '490001020C', '490011768E', '490011767L', '490006185E', '490011008N', '490014520N', '490005822N', '490015453N', '490006181N', '490004708E', '490000802Z', '490001051Z', '490005511W', '490020250W', '490004668W', '490003893W', '490015354W', '490020248S', '490009180W1', '490020246S', '490020244W', '490020245W', '490013060N', '490013082R', '490013064V', '490011856W', '490005844Y', '490013072A', '490020131W', '490019461N', '490004494W', '490020090W', '490020089W', '490020239W', '490016165N', '490020286W', '490008948S1', '490010325S', '490010324L', '490010325N', '490016628N', '490020236W', '490020235W', '490020233S', '490001346C', '490020232W', '490020231S', '490001188MZ']"
654,s4,S4,bus,"['490002363SZ', '490005522N', '490003773N', '490008112W', '490013518N', '490013518W1', '490018886W', '490018885W', '490005577S', '490003770S', '490003767N', '490003768W', '490003777M', '490003777S', '490005861S2', '490003769S', '490007112S', '490009186S', '490012665S', '490008775S', '490011729W', '490013472W', '490018768S', '490014138N', '490007680N', '490004100N', '490012466G', '490003775K', '490001306D', '490018769S', '490012554W', '490018770W', '490005765W', '490016744', '490014520S', '490011008S', '490003589S', '490011767L', '490011768W', '490001020D', '490003860W', '490018765N', '490001286Z', '490013082R', '490013064V', '490011856W', '490013061D', '490013061D', '490009575I', '490013679J', '490013081K', '490001286Y', '490018771S', '490003860E', '490001020C', '490011768E', '490011767L', '490006185E', '490011008N', '490014520N', '490012561265', '490012559N', '490012554N', '490004184E', '490018772E', '490001306D', '490003775J', '490012466H', '490004100S', '490007680S', '490014138S', '490013472N', '490011729E', '490008775N', '490012665N', '490009186N', '490007112N', '490003576N', '490005861N2', '490003777N', '490003768W', '490003767S', '490009875N', '490005577N', '490018885E', '490018886E', '490013518W', '490002075S', '490002004E', '490003773S', '490002078E', '490002363SZ']"
655,scs,SCS,bus,"['490002392SL', '490002393MW', '490002393MW', '490002392SL']"
656,sl1,SL1,bus,"['490014164C', '490014165G', '490014163N', '490005781N', '490005802W2', '490011444W', '490003324A', '490007476V', '490000009W', '490003712W', '490007030W', '490010369H', '490015443N', '490015443S', '490010369G', '490007030E1', '490003712E', '490000009A', '490007476E', '490003324B', '490006470E', '490005802S', '490005781S', '490014163S', '490014165J', '490014164N']"
657,sl10,SL10,bus,"['490010369H', '490015443P', '490000081D', '490013512T', '490000106B', '490001148B', '490014471N', '490005271W', '490000128B', '490005014W', '490014822W', '490000124II', '490007845B', '490007845E', '490000124HH', '490008667E', '490005014E', '490000128A', '490011635E', '490014471S', '490001148A', '490000106A', '490013512E', '490000081C', '490015443S']"
658,sl2,SL2,bus,"['490010437NB', '490010438NC', '490020200W', '490000413YY', '490003616D', '490000015K', '490008471B', '490001157G', '490015202M', '490011628W', '490007137P', '490014907W', '490014163W', '490014165J', '490000249K', '490000249E', '490014165G', '490014160E', '490014907E', '490007137Q', '490011628E', '490015202N', '490001157K', '490004986P', '490000015H', '490003616C', '490020200S', '490010438ND', '490010437NZ', '490003616C', '490000413ZZ', '490020200S']"
659,sl3,SL3,bus,"['490001036E', '4900004426L', '490012254B', '490001064A', '490015269S', '490012139HJ', '490012140R', '490015177L', '490003976E', '490009203C', '490001025A', '490006877L', '490001001Y', '490004130N', '490013214C', '490013214A', '490004130S', '490001001D', '490001025B', '490009203E', '490003976E', '490015177H', '490012140S', '490012139HH', '490005205R', '490001064B', '490012254A', '490004426R', '490004435Q', '490001036N']"
660,sl4,SL4,bus,"['490018572N', '490015292N', '490007992N', '490006743N', '490007801N', '490003599N', '490014480N', '490001176N', '490009847N', '490009060C', '490009599N', '490011233N', '490001029C', '490011771G', '490010003K', '490012711N', '490008705E', '490013014E1', '490000801X', '490000805Z', '490002033Z', '490000804Z', '490004005S', '490017847W', '490000038J', '490000038G', '490014483E', '490014483C', '490000038F', '490016707H', '490017847E', '490004005N', '490000804Y', '490002033Y', '490000805Y', '490000801X', '490013014W2', '490008705W', '490012711S', '490010003L', '490001029E', '490011233S', '490009599S', '490009060B', '490007747S', '490001176B', '490014480S', '490003599S', '490007801S', '490006743S', '490007992S', '490015292S', '490007565A']"
661,sl5,SL5,bus,"['490005858NZ', '490001089E1', '490012096E', '490012092N', '490003950N', '490012277S', '490003644E', '490001037W', '4900004410U', '490001036N', '490001036D', '490008665T', '490001037X', '490003644W', '490012277N', '490003950S', '490003949W', '490012096W', '490001089E6', '490010839C3']"
662,sl6,SL6,bus,"['490000200E', '490005624S', '490013477A', '490000112M', '490019703Z', '490014271N', '490000254D', '490013655P', '490001331T', '490010444W', '490011726S', '490012969S', '490007066S', '490005839S', '490007430S', '490003992S', '490005559S', '490015337S', '490003959S', '490013929S', '490003242S', '490007344S', '490014227S', '490011718S', '490014601S', '490014621S', '490010818S', '490005424R', '490015026N', '490010868S', '490016652S', '490010343S', '490013376S', '490015451S', '490003793S', '490014420Z', '490014420V', '490003793N', '490008271E', '490013376N', '490013314N', '490010868N', '490015026M', '490005424E', '490010818N', '490014621N', '490008410N', '490014227N', '490007344N', '490003242N', '490013929N', '490003959N', '490015337N', '490005559N', '490003992N', '490005839N', '490005840N', '490020110N', '490012969N', '490012754N', '490001331W', '490013655M', '490000254K', '490014270P', '490008932T', '490003191F', '490000112N', '490013477Y', '490000200D']"
663,sl7,SL7,bus,"['4900801619', '490000103C', '490004377E', '490003909N', '490005800A1', '490015206J', '490001346B', '490009283B', '490005056C', '490013081L', '490004821D', '490014137E', '490001089E6', '490014420B8', '490014420X', '490001089E8', '490014137W', '490004821E', '490013082S', '490005056D', '490010323G', '490001346C', '490015206L', '490001173T', '490003909P1', '490004377F', '490000103F', '490008016S']"
664,sl8,SL8,bus,"['490003375WH', '490000203C', '490012068T', '490012066A', '490003110W', '490004438W', '490001002J', '490003083G', '490000063U', '490000062K', '490005227M', '490014430X', '490007760J', '490015230Q', '490008498W', '490013594K', '490013805W', '490013384S', '490008962F', '490015348W', '490009069W', '490013396N', '490010794N', '490000246E', '490000246O', '490013396E', '490009069E', '490007946E', '490008962E', '490014746R', '490013805E', '490013594R', '490008498E2', '490015230P', '490007760E1', '490014430U', '490019653E', '490000062H', '490000063S', '490003083F', '490001002H', '490004438E', '490003110E', '490012066B', '490000203B', '490003375AP']"
665,sl9,SL9,bus,"['490007845B', '490000211G', '490003203B', '490000162B', '490014992S', '490014995S', '490014711C', '490013979Q', '490000828Y', '490001144M', '490009564S', '490007811D', '490008016S', '4900801619', '490007811B', '490009564N', '490001144N', '490000828Z', '490013979P', '490014711N', '490015478N', '490014992N1', '490000162A', '490003203A', '490000211F', '490007845E']"
666,u1,U1,bus,"['490000197B', '490011781C', '490008454F', '490013488W', '490012038W', '490000267A', '490010472W', '490013091B', '490008528W', '490014132W', '490013629W', '490004271W', '490011649S', '490014240S', '490007787S', '490010340S', '490010810W', '490000246E', '490013969B', '490005845R', '490014095T', '490012425S', '490011381E', '490013396E', '490008525BG', '490004527BH', '490010995S', '490008225E', '490005477E', '490014098W', '490003348W', '490010663W', '490006729S', '490015005B', '490001325Z1', '490001325E', '490015005A', '490015006E', '490009868E', '490003348E', '490014100E', '490010998N', '490008225HA', '490008824N', '490004527BJ', '490013396N', '490009602N', '490012537W', '490005325U', '490005845P', '490000246L', '490010810E', '490010340N', '490007787N', '490014240N', '490011648N', '490004271E', '490013629E', '490014132E', '490011474E', '490013091A', '490010472N', '490000267B', '490012038E', '490013488E', '490011782E', '490011781D', '490000197Z1']"
667,u10,U10,bus,"['490000246L', '490013969A', '490003062N', '490005344N', '490014240N', '490011648N', '490013090E', '490006136N', '490000120D', '490020311E', '490008453S', '490013091A', '490010472N', '490000267B', '490012038E', '490000197B', '490011781C', '490008454F', '490013475H', '490012039W', '490012264N', '490014414W', '490007997S2', '490007997S', '490007997S', '490008229E', '490009586E', '490011784J', '490013475G', '490011782E', '490011781D', '490000197B', '490012038W', '490000267A', '490010472W', '490013091C', '490020311E', '490008453S', '490013090W', '490014240S', '490005344S', '490003062S', '490015585E']"
668,u2,U2,bus,"['490004527BH', '490010995S', '490008225E', '490005477E', '490009845E', '490007815N', '490003173N', '490009069N', '490008227W', '490013974N', '490005422N', '490010483N', '490007539E', '490007541S', '490009124W', '490003922W', '490011839N', '490011552N', '490007374W', '490008222N', '490000111N', '490003484W', '490013113W', '490008333W', '490008228W', '490013967N', '490010810W', '490000246E', '490000246N', '490010810E', '490013967S', '490008228E', '490008333E', '490013113E', '490003484E', '490000111B', '490008222S', '490007374E', '490011552S', '490003922E', '490009124S', '490007541N', '490007539W', '490018655W', '490010483S', '490005422S', '490013974S', '490008227E', '490013980S', '490003173S', '490007815S', '490009845W', '490008225HA', '490008824N', '490004527S']"
